年份,试卷文件,题型板块,题号,题目文本,匹配题型ID,匹配题型名称,所属专题,所属章节,难度等级,匹配分数,备选题型
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,二、填空题,16,对于一个四位自然数，如果各个数位上的数字均不为零，且它的千位数字与百位数字的平方差的绝对值恰好等于去掉千位数字与百位数字后得到的两位数，则称这个四位数为“向阳数”．例如：四位数，，是“向阳数”又如：四位数，，不是“向阳数”，则最小的“向阳数”是_____；若一个“向阳数”的千位数字为，百位数字为，十位数字为，个位数字为（其中，，，，，，，均为整数），规定，，的各个数位上的数字之和为．若能被整除，则满足条件的的最大值为_____．,36,定义新运算,代数,第二章 整式及其加减计算,lv2,95,求一个数的绝对值(38) | 方差的意义(28) | 正数、负数和0(23)
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,三、解答题,17,解不等式组，并写出该不等式组的整数解．,92,解一元一次不等式组,代数,第六章 不等式及不等式组,lv2,44,不等式的基本性质(36) | 一元一次不等式整数解(26) | 整数解方程(26)
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,三、解答题,18,先化简：，再从，1，3三个数中选取一个合适的数值作为的值代入求值．,33,整式化简求值,代数,第二章 整式及其加减计算,lv2,34,二次根式的性质与化简(28) | 双重二次根式的化简(10)
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,三、解答题,19,在学习了特殊平行四边形的相关知识以后，某数学兴趣小组进行了更深入的探究与思考．如图所示，四边形是矩形，对角线、交于点，于点． (1)用直尺和圆规在下方作，使得，且射线交的延长线于点，连接（不写作法，保留作图痕迹）； (2)试探究四边形的形状，并按下列思路完成填空． 证明：四边形是矩形， ，且互相平分． ，①_____ ． 是等腰三角形． 又， ②_____． ，③_____， ． ④_____． 又， 四边形是平行四边形． ， 平行四边形是⑤_____．,243,等腰三角形的分类讨论问题,几何,第五章 轴对称,lv2,113,平行四边形的性质(49) | 平行四边形的判定(49) | 矩形的性质(46)
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,三、解答题,20,当前AI市场十分火爆，众多优秀模型不断涌现．百度的文心一言在语言理解和生成方面表现出色，阿里云的通义千问具备多轮对话等能力，它们为科技发展注入强大动力．有关人员开展了对甲，乙两款聊天机器人的使用满意度评分测验，并分别随机抽取20份评分数据，对数据进行整理、描述和分析（评分分数用表示，分为四个等级：非常满意A．；满意B．；良好C．；不满意D．），下面给出了部分信息． 甲款评分数据中组包含的所有数据为：86，87，88，88，88，89，89； 乙款评分数据中组包含的所有数据为：84，85，86，86，87，87，87，87，87， 甲款机器人满意度评分乙款机器人满意度评分根据以上信息，解答下列问题： 甲款机器人满意度评分条形统计图 乙款机器人满意度评分扇形统计图 甲、乙两款AI机器人满意度评分统计表 (1)上述图表中_____，_____，_____，并将条形统计图补充完整； (2)根据以上数据分析，你认为哪款，聊天机器人更受用户喜爱？请说明理由（写出一条理由即可）； (3)在此次测验中，有280人对甲款AI聊天机器人进行评分、300人对乙款聊天机器人进行评分．请通过计算，估计其中对所调查的聊天机器人非常满意的用户人数共有多少？,382,从扇形统计图分析数据,统计概率,第二章 数据分析,lv2,74,从条形统计图分析数据(74) | 统计图的选择(63) | 求平均数(38)
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,三、解答题,21,2025年4月23日是第30个“世界读书日”，通过倡导阅读习惯和版权意识，支持创造力与多样性，提供平等获取知识的机会，推进科学知识和教育资源的开放获取．“世界读书日”前夕，某书城购进、两种畅销书籍，共花费3700元．已知每本种书籍的进价为25元，每本种书籍的进价为40元，其中购进的种书籍的数量比种书籍数量的2倍多4本． (1)求、两种书籍分别购进多少本？ (2)该书城在“世界读书日”当天售出、两种书籍共63本，总销售额为2340元，其中种书籍的销售额是1200元，已知每本种书籍的售价是每本种书籍售价的1.6倍，求每本种书籍的售价是多少元？,59,利润问题,代数,第三章 一元一次方程,lv2,47,利润问题(47) | 利润问题(47) | 二元一次方程组解法(23)
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,三、解答题,22,如图，在中，，，，动点从点出发沿方向运动，当点运动到点时停止运动，过点作于点．设点运动的路程为，线段与的长度和记为，线段与的比值记为． (1)请直接写出，分别关于的函数表达式，并注明自变量的取值范围； (2)在给定的平面直角坐标系中画出函数，的图象，并分别写出函数，的一条性质； (3)结合函数图象，直接写出时的取值范围（近似值保留小数点后一位，误差不超过0.2）．,331,一次函数图象和性质,函数,第二章 一次函数的性质和图象,lv2,167,二次函数图象判断(160) | 反比例函数的图象性质(160) | 求自变量的取值范围(119)
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,三、解答题,23,四月阳光明媚，正是草莓成熟时．人们走进草莓园；采摘鲜红欲滴的草莓，品尝春天的甜蜜滋味，乐趣无穷．清明假期小依一家去某草莓采摘基地游玩，该基地里，同一平面内五处景点的道路分布如图所示．经测量，景点在景点的正南方向，且位于景点的北偏西方向，米；景点在景点的正东方向500米处，且在景点的东南方向；景点在景点的正北方向，且在景点的北偏东方向．（参考数据：，） (1)求景点、之间的距离（结果保留根号）； (2)爸爸和小依同时从景点出发，爸爸沿路线步行到景点处，小依沿路线步行到景点处．已知爸爸的步行速度为60米/分，小依的步行速度为90米/分，请通过计算说明小依和爸爸谁先到达景点？（结果精确到0.1分）．,57,工程问题,代数,第三章 一元一次方程,lv2,23,数据的收集与整理过程(11) | 频数和频率的计算(11) | 实数的简单计算(10)
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,三、解答题,24,如图，在平面直角坐标系中，抛物线与轴交于点，与轴交于点、点，且过点． (1)求抛物线的表达式； (2)如图1，点是直线上方抛物线上的一个动点，过点作，垂足为．点、是轴上的两个动点（点在点的上方），且，连接，．当线段的长度取得最大值时，求的最大值； (3)如图2，直线上有一点，且点的横坐标为2，连接，．将抛物线关于轴对称得到新抛物线，点为新抛物线上的一个动点，当时，写出所有符合条件的点的坐标，并任选其中一个点的坐标，写出求解过程．,347,求二次函数的解析式,函数,第三章 二次函数,lv2,191,二次函数图象和性质判断(107) | 判断轴对称图形(51)
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,三、解答题,25,在中， ，，点D为直线上一点，连接． (1)如图1，点D在线段上，点E在线段上，若，，分别过点B作的垂线、点E作的垂线交于点F，连接，求的长； (2)如图2，点在延长线上，为边上一点，连接，作交延长线于点，作于点．若平分，，猜想线段与之间的数量关系，并证明你的猜想； (3)如图3，在（1）的条件下，点为直线下方一点，连接，，点在线段上，且，连接，将线段绕点顺时针旋转得到线段，连接，，直接写出线段的长度的最小值．,288,平行线分线段成比例,几何,第十章 相似三角形,lv2,35,直线和圆的位置关系(33) | 图形旋转的性质(29) | 正数、负数和0(23)
2025,重庆市第一中学校2024-2025学年九年级下学期第二次模拟数学试题.docx,一、单选题,1,下列四个数中，比0小的数是（   ） A．	B．0	C．1	D．,1,正数、负数和0,代数,第一章 有理数,lv1,95,
2025,重庆市第一中学校2024-2025学年九年级下学期第二次模拟数学试题.docx,一、单选题,2,下列新能源汽车车标中是中心对称图形的是（   ） A．	B． C．	D．,274,图形旋转的性质,几何,第八章 旋转,lv2,47,点的对称规律(15) | 判断轴对称图形(15)
2025,重庆市第一中学校2024-2025学年九年级下学期第二次模拟数学试题.docx,一、单选题,3,下列问题中适合全面调查的是（   ） A．检测沙坪坝区的空气质量 B．检测神舟二十号载人飞船的零部件质量情况 C．调查华为三折叠屏手机的使用寿命 D．了解全国中学生的视力情况,369,普查和抽样调查,统计概率,第一章 数据的收集、整理和描述,lv1,92,矩形翻折问题(23) | 直角三角形翻折问题(23)
2025,重庆市第一中学校2024-2025学年九年级下学期第二次模拟数学试题.docx,一、单选题,4,如图，和是以点为位似中心的位似图形，若和的周长之比为，若的面积为4，则的面积为（   ） A．6	B．9	C．14	D．25,289,位似,几何,第十章 相似三角形,lv2,35,三角形三边关系(23) | 等面积法(17) | 面积比问题(17)
